"","id","interviewer","ORDER","TTO_BLOCK","DCE_BLOCK","STATE_ID","value","reversed","state_A","state_B","method","flagged","timing","wt","d_mo2","d_mo3","d_mo4","d_mo5","d_sc2","d_sc3","d_sc4","d_sc5","d_ua2","d_ua3","d_ua4","d_ua5","d_pd2","d_pd3","d_pd4","d_pd5","d_ad2","d_ad3","d_ad4","d_ad5","n45"
"188",2022076,9,11,4,11,31,0.9,0,11111,54342,"TTO",0,2022,1.04099949003191,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"189",2022076,9,13,4,11,86,2,0,11111,55555,"TTO",0,2022,1.04099949003191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"209",2022078,6,7,10,3,73,0.05,0,11111,11122,"TTO",0,2022,0.616946395561154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"210",2022078,6,13,10,3,82,0.05,0,11111,12111,"TTO",0,2022,0.616946395561154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",2022078,6,8,10,3,78,2,0,11111,13224,"TTO",0,2022,0.616946395561154,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
"21215",2022078,6,9,10,3,77,2,0,11111,24445,"TTO",0,2022,0.616946395561154,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
"21310",2022078,6,10,10,3,79,0.75,0,11111,34232,"TTO",0,2022,0.616946395561154,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
"2143",2022078,6,12,10,3,75,0.75,0,11111,35311,"TTO",0,2022,0.616946395561154,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"21510",2022078,6,6,10,3,80,0.2,0,11111,42321,"TTO",0,2022,0.616946395561154,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"2162",2022078,6,11,10,3,76,2,0,11111,43555,"TTO",0,2022,0.616946395561154,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2177",2022078,6,15,10,3,74,2,0,11111,52335,"TTO",0,2022,0.616946395561154,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"21810",2022078,6,14,10,3,86,2,0,11111,55555,"TTO",0,2022,0.616946395561154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2381",2022079,12,8,10,18,73,0.05,0,11111,11122,"TTO",0,2022,0.687932061180025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"239",2022079,12,10,10,18,82,0.05,0,11111,12111,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",2022079,12,9,10,18,78,0.25,0,11111,13224,"TTO",0,2022,0.687932061180025,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
"241",2022079,12,7,10,18,77,0.9,0,11111,24445,"TTO",0,2022,0.687932061180025,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
"242",2022079,12,13,10,18,79,0.2,0,11111,34232,"TTO",0,2022,0.687932061180025,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
"243",2022079,12,15,10,18,75,0.3,0,11111,35311,"TTO",0,2022,0.687932061180025,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"244",2022079,12,14,10,18,80,0.4,0,11111,42321,"TTO",0,2022,0.687932061180025,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"245",2022079,12,11,10,18,76,0.85,0,11111,43555,"TTO",0,2022,0.687932061180025,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"24710",2022079,12,12,10,18,86,1.05,0,11111,55555,"TTO",0,2022,0.687932061180025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2671",2022080,9,14,1,21,1,0.05,0,11111,11221,"TTO",0,2022,0.980296332403499,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2687",2022080,9,13,1,21,2,0.4,0,11111,11235,"TTO",0,2022,0.980296332403499,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
"2691",2022080,9,7,1,21,82,0.2,0,11111,12111,"TTO",0,2022,0.980296332403499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27010",2022080,9,8,1,21,7,1.4,0,11111,12514,"TTO",0,2022,0.980296332403499,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"27110",2022080,9,6,1,21,5,1.8,0,11111,34515,"TTO",0,2022,0.980296332403499,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
"2721",2022080,9,12,1,21,6,1.95,0,11111,35245,"TTO",0,2022,0.980296332403499,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"273",2022080,9,10,1,21,8,1.95,0,11111,45144,"TTO",0,2022,0.980296332403499,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
"274",2022080,9,11,1,21,4,1.8,0,11111,51451,"TTO",0,2022,0.980296332403499,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1
"275",2022080,9,9,1,21,3,0.95,0,11111,54231,"TTO",0,2022,0.980296332403499,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"276",2022080,9,15,1,21,86,2,0,11111,55555,"TTO",0,2022,0.980296332403499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30010",2022081,5,12,1,12,5,0.6,0,11111,34515,"TTO",0,2022,0.652174296202474,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
"3011",2022081,5,7,1,12,6,0.9,0,11111,35245,"TTO",0,2022,0.652174296202474,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"30210",2022081,5,14,1,12,8,0.7,0,11111,45144,"TTO",0,2022,0.652174296202474,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
"3032",2022081,5,15,1,12,4,0.6,0,11111,51451,"TTO",0,2022,0.652174296202474,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1
"30510",2022081,5,11,1,12,86,1.5,0,11111,55555,"TTO",0,2022,0.652174296202474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"325",2022082,5,6,9,2,84,0,0,11111,11121,"TTO",0,2022,1.04099949003191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"326",2022082,5,11,9,2,65,0,0,11111,11414,"TTO",0,2022,1.04099949003191,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
"327",2022082,5,7,9,2,68,2,0,11111,21444,"TTO",0,2022,1.04099949003191,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
"328",2022082,5,15,9,2,67,0,0,11111,25222,"TTO",0,2022,1.04099949003191,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
"329",2022082,5,12,9,2,66,2,0,11111,25331,"TTO",0,2022,1.04099949003191,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"330",2022082,5,9,9,2,69,2,0,11111,31514,"TTO",0,2022,1.04099949003191,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"33110",2022082,5,10,9,2,72,2,0,11111,35143,"TTO",0,2022,1.04099949003191,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
"3322",2022082,5,14,9,2,70,0,0,11111,53243,"TTO",0,2022,1.04099949003191,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
"3333",2022082,5,8,9,2,71,2,0,11111,53244,"TTO",0,2022,1.04099949003191,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"33410",2022082,5,13,9,2,86,2,0,11111,55555,"TTO",0,2022,1.04099949003191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3541",2022083,6,8,2,25,83,0.05,0,11111,11211,"TTO",0,2022,0.618275170803366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3554",2022083,6,12,2,25,10,0.05,0,11111,12121,"TTO",0,2022,0.618275170803366,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35610",2022083,6,6,2,25,9,0.7,0,11111,12543,"TTO",0,2022,0.618275170803366,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
"3571",2022083,6,11,2,25,16,0.4,0,11111,23514,"TTO",0,2022,0.618275170803366,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"358",2022083,6,14,2,25,15,0.8,0,11111,32443,"TTO",0,2022,0.618275170803366,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
"359",2022083,6,7,2,25,12,0.95,0,11111,34155,"TTO",0,2022,0.618275170803366,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"360",2022083,6,13,2,25,11,0.75,0,11111,43542,"TTO",0,2022,0.618275170803366,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
"361",2022083,6,10,2,25,14,0.6,0,11111,45133,"TTO",0,2022,0.618275170803366,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
"362",2022083,6,15,2,25,13,0.6,0,11111,52215,"TTO",0,2022,0.618275170803366,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
"363",2022083,6,9,2,25,86,1.6,0,11111,55555,"TTO",0,2022,0.618275170803366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3831",2022084,9,9,1,22,1,0,0,11111,11221,"TTO",0,2022,1.18632978979228,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3844",2022084,9,6,1,22,2,0.6,0,11111,11235,"TTO",0,2022,1.18632978979228,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
"38510",2022084,9,15,1,22,82,1,0,11111,12111,"TTO",0,2022,1.18632978979228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3861",2022084,9,11,1,22,7,0.9,0,11111,12514,"TTO",0,2022,1.18632978979228,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"3877",2022084,9,8,1,22,5,1.7,0,11111,34515,"TTO",0,2022,1.18632978979228,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
"3881",2022084,9,14,1,22,6,2,0,11111,35245,"TTO",0,2022,1.18632978979228,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"38910",2022084,9,7,1,22,8,0.7,0,11111,45144,"TTO",0,2022,1.18632978979228,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
"39010",2022084,9,10,1,22,4,0.95,0,11111,51451,"TTO",0,2022,1.18632978979228,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1
"3911",2022084,9,13,1,22,3,0.9,0,11111,54231,"TTO",0,2022,1.18632978979228,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"392",2022084,9,12,1,22,86,2,0,11111,55555,"TTO",0,2022,1.18632978979228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"412",2022085,12,15,2,21,83,0,0,11111,11211,"TTO",0,2022,0.687932061180025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"413",2022085,12,7,2,21,10,0,0,11111,12121,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"414",2022085,12,8,2,21,9,0.3,0,11111,12543,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
"4166",2022085,12,12,2,21,15,0.5,0,11111,32443,"TTO",0,2022,0.687932061180025,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
"4183",2022085,12,11,2,21,11,0.6,0,11111,43542,"TTO",0,2022,0.687932061180025,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
"41910",2022085,12,13,2,21,14,0.1,0,11111,45133,"TTO",0,2022,0.687932061180025,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
"4201",2022085,12,14,2,21,13,0.5,0,11111,52215,"TTO",0,2022,0.687932061180025,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
"42110",2022085,12,6,2,21,86,0.7,0,11111,55555,"TTO",0,2022,0.687932061180025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44110",2022086,5,7,6,4,42,0,0,11111,11212,"TTO",0,2022,0.687932061180025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"4424",2022086,5,9,6,4,41,0,0,11111,12112,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"443",2022086,5,14,6,4,81,0,0,11111,21111,"TTO",0,2022,0.687932061180025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444",2022086,5,8,6,4,44,1,0,11111,21345,"TTO",0,2022,0.687932061180025,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
"445",2022086,5,6,6,4,46,0.25,0,11111,23152,"TTO",0,2022,0.687932061180025,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"446",2022086,5,10,6,4,45,1,0,11111,34244,"TTO",0,2022,0.687932061180025,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"447",2022086,5,12,6,4,47,2,0,11111,43514,"TTO",0,2022,0.687932061180025,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"448",2022086,5,13,6,4,43,2,0,11111,44553,"TTO",0,2022,0.687932061180025,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
"449",2022086,5,15,6,4,48,2,0,11111,55424,"TTO",0,2022,0.687932061180025,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
"45010",2022086,5,11,6,4,86,2,0,11111,55555,"TTO",0,2022,0.687932061180025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47010",2022087,5,7,4,20,84,0,0,11111,11121,"TTO",0,2022,0.778146554926541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4714",2022087,5,14,4,20,29,0.45,0,11111,12344,"TTO",0,2022,0.778146554926541,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
"4727",2022087,5,11,4,20,27,0.05,0,11111,12513,"TTO",0,2022,0.778146554926541,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
"4731",2022087,5,9,4,20,26,0.75,0,11111,14554,"TTO",0,2022,0.778146554926541,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"4744",2022087,5,6,4,20,25,0,0,11111,21112,"TTO",0,2022,0.778146554926541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"47510",2022087,5,13,4,20,32,0.5,0,11111,44125,"TTO",0,2022,0.778146554926541,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
"4761",2022087,5,15,4,20,28,0.85,0,11111,44345,"TTO",0,2022,0.778146554926541,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1
"477",2022087,5,8,4,20,30,0.4,0,11111,53221,"TTO",0,2022,0.778146554926541,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"478",2022087,5,12,4,20,31,0.4,0,11111,54342,"TTO",0,2022,0.778146554926541,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"479",2022087,5,10,4,20,86,0.85,0,11111,55555,"TTO",0,2022,0.778146554926541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"499",2022088,12,6,4,20,84,0,0,11111,11121,"TTO",0,2022,0.944626702488553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"500",2022088,12,9,4,20,29,0.1,0,11111,12344,"TTO",0,2022,0.944626702488553,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
"5016",2022088,12,7,4,20,27,0,0,11111,12513,"TTO",0,2022,0.944626702488553,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
"5021",2022088,12,8,4,20,26,0.2,0,11111,14554,"TTO",0,2022,0.944626702488553,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"5033",2022088,12,12,4,20,25,0,0,11111,21112,"TTO",0,2022,0.944626702488553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"50410",2022088,12,14,4,20,32,0.1,0,11111,44125,"TTO",0,2022,0.944626702488553,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
"5051",2022088,12,10,4,20,28,0.3,0,11111,44345,"TTO",0,2022,0.944626702488553,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1
"5067",2022088,12,13,4,20,30,0,0,11111,53221,"TTO",0,2022,0.944626702488553,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5071",2022088,12,15,4,20,31,0.1,0,11111,54342,"TTO",0,2022,0.944626702488553,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"50810",2022088,12,11,4,20,86,0.4,0,11111,55555,"TTO",0,2022,0.944626702488553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"528",2022090,5,13,3,28,24,0.1,0,11111,11421,"TTO",0,2022,0.896660970402155,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"529",2022090,5,11,3,28,21,0.4,0,11111,12244,"TTO",0,2022,0.896660970402155,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"530",2022090,5,6,3,28,22,0.5,0,11111,13313,"TTO",0,2022,0.896660970402155,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"531",2022090,5,7,3,28,81,0,0,11111,21111,"TTO",0,2022,0.896660970402155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",2022090,5,10,3,28,23,0.2,0,11111,25122,"TTO",0,2022,0.896660970402155,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"533",2022090,5,8,3,28,19,0.4,0,11111,31525,"TTO",0,2022,0.896660970402155,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"534",2022090,5,14,3,28,17,0.6,0,11111,45233,"TTO",0,2022,0.896660970402155,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"5356",2022090,5,12,3,28,20,0.8,0,11111,52455,"TTO",0,2022,0.896660970402155,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"5373",2022090,5,15,3,28,86,1.6,0,11111,55555,"TTO",0,2022,0.896660970402155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55710",2022091,9,8,3,1,24,0,0,11111,11421,"TTO",0,2022,1.01424789514634,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"55810",2022091,9,7,3,1,21,1,0,11111,12244,"TTO",0,2022,1.01424789514634,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"5594",2022091,9,10,3,1,22,0,0,11111,13313,"TTO",0,2022,1.01424789514634,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"56010",2022091,9,6,3,1,81,0,0,11111,21111,"TTO",0,2022,1.01424789514634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5613",2022091,9,12,3,1,23,1,0,11111,25122,"TTO",0,2022,1.01424789514634,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"562",2022091,9,15,3,1,19,1,0,11111,31525,"TTO",0,2022,1.01424789514634,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"563",2022091,9,11,3,1,17,0,0,11111,45233,"TTO",0,2022,1.01424789514634,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"564",2022091,9,14,3,1,20,1,0,11111,52455,"TTO",0,2022,1.01424789514634,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"565",2022091,9,9,3,1,18,1,0,11111,55233,"TTO",0,2022,1.01424789514634,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"566",2022091,9,13,3,1,86,1,0,11111,55555,"TTO",0,2022,1.01424789514634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58610",2022092,6,10,9,5,84,0.05,0,11111,11121,"TTO",0,2022,0.750482011391626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"58710",2022092,6,9,9,5,65,0.2,0,11111,11414,"TTO",0,2022,0.750482011391626,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
"5883",2022092,6,7,9,5,68,0.9,0,11111,21444,"TTO",0,2022,0.750482011391626,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
"5903",2022092,6,12,9,5,66,0.5,0,11111,25331,"TTO",0,2022,0.750482011391626,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"5917",2022092,6,14,9,5,69,0.6,0,11111,31514,"TTO",0,2022,0.750482011391626,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
"5921",2022092,6,6,9,5,72,0.4,0,11111,35143,"TTO",0,2022,0.750482011391626,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
"5934",2022092,6,13,9,5,70,0.6,0,11111,53243,"TTO",0,2022,0.750482011391626,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
"59410",2022092,6,8,9,5,71,0.9,0,11111,53244,"TTO",0,2022,0.750482011391626,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"615",2022093,9,10,3,25,24,0.3,0,11111,11421,"TTO",0,2022,0.865815075082483,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"616",2022093,9,11,3,25,21,0.8,0,11111,12244,"TTO",0,2022,0.865815075082483,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"617",2022093,9,8,3,25,22,0.5,0,11111,13313,"TTO",0,2022,0.865815075082483,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"618",2022093,9,13,3,25,81,0.1,0,11111,21111,"TTO",0,2022,0.865815075082483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619",2022093,9,12,3,25,23,0.7,0,11111,25122,"TTO",0,2022,0.865815075082483,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"6206",2022093,9,9,3,25,19,0.7,0,11111,31525,"TTO",0,2022,0.865815075082483,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"6211",2022093,9,6,3,25,17,0.6,0,11111,45233,"TTO",0,2022,0.865815075082483,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"6223",2022093,9,15,3,25,20,0.9,0,11111,52455,"TTO",0,2022,0.865815075082483,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"62310",2022093,9,7,3,25,18,0.8,0,11111,55233,"TTO",0,2022,0.865815075082483,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"62410",2022093,9,14,3,25,86,1.3,0,11111,55555,"TTO",0,2022,0.865815075082483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64410",2022095,6,10,3,3,24,0.05,0,11111,11421,"TTO",0,2022,0.818795338750959,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"64510",2022095,6,7,3,3,21,0.5,0,11111,12244,"TTO",0,2022,0.818795338750959,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"6461",2022095,6,15,3,3,22,0.1,0,11111,13313,"TTO",0,2022,0.818795338750959,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"647",2022095,6,13,3,3,81,0.05,0,11111,21111,"TTO",0,2022,0.818795338750959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648",2022095,6,6,3,3,23,0.2,0,11111,25122,"TTO",0,2022,0.818795338750959,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"649",2022095,6,8,3,3,19,0.5,0,11111,31525,"TTO",0,2022,0.818795338750959,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"650",2022095,6,12,3,3,17,0.5,0,11111,45233,"TTO",0,2022,0.818795338750959,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"651",2022095,6,9,3,3,20,1.05,0,11111,52455,"TTO",0,2022,0.818795338750959,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"652",2022095,6,14,3,3,18,0.6,0,11111,55233,"TTO",0,2022,0.818795338750959,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
"653",2022095,6,11,3,3,86,1.05,0,11111,55555,"TTO",0,2022,0.818795338750959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6731",2022096,5,6,2,4,83,0,0,11111,11211,"TTO",0,2022,0.687932061180025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67410",2022096,5,11,2,4,10,0,0,11111,12121,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6751",2022096,5,13,2,4,9,0.5,0,11111,12543,"TTO",0,2022,0.687932061180025,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
"67610",2022096,5,14,2,4,16,0.4,0,11111,23514,"TTO",0,2022,0.687932061180025,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
