"","id","interviewer","ORDER","TTO_BLOCK","DCE_BLOCK","STATE_ID","value","reversed","state_A","state_B","method","flagged","timing","wt","d_mo2","d_mo3","d_mo4","d_mo5","d_sc2","d_sc3","d_sc4","d_sc5","d_ua2","d_ua3","d_ua4","d_ua5","d_pd2","d_pd3","d_pd4","d_pd5","d_ad2","d_ad3","d_ad4","d_ad5","n45"
"169.6",2020093,25,7,8,13,125,0,0,21235,12243,"DCE",0,2020,0.663474809091599,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0
"231.4",2020131,22,1,8,14,39,1,0,34442,15214,"DCE",0,2020,0.686453581799991,-1,-1,0,0,0,0,0,1,0,-1,-1,0,-1,-1,-1,0,0,1,1,0,0
"225.4",2020131,22,2,8,14,121,1,0,21114,52432,"DCE",0,2020,0.686453581799991,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,-1,-1,0,0
"230.4",2020131,22,3,8,14,184,0,0,54344,15411,"DCE",0,2020,0.686453581799991,-1,-1,-1,-1,0,0,0,1,0,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0
"227.4",2020131,22,4,8,14,10,0,0,11214,45312,"DCE",0,2020,0.686453581799991,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0
"226.4",2020131,22,5,8,14,138,1,0,42512,23544,"DCE",0,2020,0.686453581799991,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
"228.4",2020131,22,6,8,14,124,1,0,35252,32254,"DCE",0,2020,0.686453581799991,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,0
"229.4",2020131,22,7,8,14,25,1,0,25342,51152,"DCE",0,2020,0.686453581799991,0,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0
"298.8",2020157,27,1,8,14,184,1,1,15411,54344,"DCE",0,2020,0.616946395561154,1,1,1,1,0,0,0,-1,0,0,-1,0,1,1,1,0,1,1,1,0,0
"299.8",2020157,27,2,8,14,39,1,1,15214,34442,"DCE",0,2020,0.616946395561154,1,1,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,-1,-1,0,0
"301.8",2020157,27,3,8,14,10,0,1,45312,11214,"DCE",0,2020,0.616946395561154,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,0
"300.8",2020157,27,4,8,14,25,1,1,51152,25342,"DCE",0,2020,0.616946395561154,0,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0
"295.8",2020157,27,5,8,14,121,0,1,52432,21114,"DCE",0,2020,0.616946395561154,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,1,1,0,0
"297.8",2020157,27,6,8,14,124,1,1,32254,35252,"DCE",0,2020,0.616946395561154,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0
"296.8",2020157,27,7,8,14,138,0,1,23544,42512,"DCE",0,2020,0.616946395561154,0,1,1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0
"159.5",2020239,24,1,8,15,190,0,1,21211,11121,"DCE",0,2020,0.616946395561154,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
"160.5",2020239,24,2,8,15,139,1,1,11324,13515,"DCE",0,2020,0.616946395561154,0,0,0,0,1,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,0
"155.5",2020239,24,3,8,15,35,1,1,53442,55335,"DCE",0,2020,0.616946395561154,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,-1,0,0,1,1,1,0
"158.5",2020239,24,4,8,15,161,0,1,24253,41312,"DCE",0,2020,0.616946395561154,0,1,1,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,0,-1,0,0,0
"156.5",2020239,24,5,8,15,56,0,1,35543,12151,"DCE",0,2020,0.616946395561154,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,0,0
"161.5",2020239,24,6,8,15,40,1,1,42133,45542,"DCE",0,2020,0.616946395561154,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,-1,0,0,0
"157.5",2020239,24,7,8,15,84,1,1,34324,43245,"DCE",0,2020,0.616946395561154,0,0,1,0,0,0,-1,0,0,-1,0,0,0,1,1,0,0,0,0,1,0
"176.11",2021011,1,1,8,16,92,0,0,33224,42113,"DCE",0,2020,0.687932061180025,0,0,1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0
"180.11",2021011,1,2,8,16,116,1,0,14344,52454,"DCE",0,2020,0.687932061180025,1,1,1,1,0,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"179.11",2021011,1,3,8,16,61,0,0,52544,34222,"DCE",0,2020,0.687932061180025,0,0,-1,-1,0,1,1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0
"177.11",2021011,1,4,8,16,65,1,0,52211,11325,"DCE",0,2020,0.687932061180025,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"181.11",2021011,1,5,8,16,54,1,0,23442,25414,"DCE",0,2020,0.687932061180025,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,1,1,0,0
"178.11",2021011,1,6,8,16,107,1,0,51123,43451,"DCE",0,2020,0.687932061180025,0,0,0,-1,1,1,0,0,1,1,1,0,0,1,1,1,-1,-1,0,0,0
"182.11",2021011,1,7,8,16,109,1,0,15241,12352,"DCE",0,2020,0.687932061180025,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,1,0,0,0,0
"273.5",2020264,21,1,8,19,178,0,0,54454,24511,"DCE",0,2020,0.616946395561154,0,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0
"270.5",2020264,21,2,8,19,1,1,0,35231,53554,"DCE",0,2020,0.616946395561154,0,0,1,1,0,0,-1,-1,0,1,1,1,0,0,1,1,1,1,1,0,0
"269.5",2020264,21,3,8,19,38,0,0,54423,32314,"DCE",0,2020,0.616946395561154,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0
"272.5",2020264,21,4,8,19,153,1,0,22123,11155,"DCE",0,2020,0.616946395561154,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
"267.5",2020264,21,5,8,19,20,1,0,42421,54255,"DCE",0,2020,0.616946395561154,0,0,0,1,0,1,1,0,0,-1,-1,0,0,1,1,1,1,1,1,1,0
"271.5",2020264,21,6,8,19,99,0,0,23233,12411,"DCE",0,2020,0.616946395561154,-1,0,0,0,0,-1,0,0,0,1,1,0,-1,-1,0,0,-1,-1,0,0,1
"268.5",2020264,21,7,8,19,159,0,0,21445,55141,"DCE",0,2020,0.616946395561154,0,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
"43.2",2020099,23,1,8,20,122,0,0,21354,41321,"DCE",0,2020,0.616946395561154,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0
"47.2",2020099,23,2,8,20,135,0,0,54555,35535,"DCE",0,2020,0.616946395561154,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"45.2",2020099,23,3,8,20,105,0,0,24523,45125,"DCE",0,2020,0.616946395561154,0,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0
"44.2",2020099,23,4,8,20,27,1,0,34132,24445,"DCE",0,2020,0.616946395561154,0,-1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"49.2",2020099,23,5,8,20,11,1,0,35211,42551,"DCE",0,2020,0.616946395561154,0,0,1,0,0,-1,-1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0
"46.2",2020099,23,6,8,20,169,0,0,11445,32115,"DCE",0,2020,0.616946395561154,1,1,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0
"48.2",2020099,23,7,8,20,113,1,0,52111,11431,"DCE",0,2020,0.616946395561154,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"47.3",2020222,3,1,8,20,135,0,0,54555,35535,"DCE",0,2020,0.863954295788032,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"45.3",2020222,3,2,8,20,105,1,0,24523,45125,"DCE",0,2020,0.863954295788032,0,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0
"46.3",2020222,3,3,8,20,169,0,0,11445,32115,"DCE",0,2020,0.863954295788032,1,1,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0
"44.3",2020222,3,4,8,20,27,1,0,34132,24445,"DCE",0,2020,0.863954295788032,0,-1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"48.3",2020222,3,5,8,20,113,0,0,52111,11431,"DCE",0,2020,0.863954295788032,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"43.3",2020222,3,6,8,20,122,0,0,21354,41321,"DCE",0,2020,0.863954295788032,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0
"49.3",2020222,3,7,8,20,11,1,0,35211,42551,"DCE",0,2020,0.863954295788032,0,0,1,0,0,-1,-1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0
"29.8",2020046,27,1,8,21,128,1,0,45515,34433,"DCE",0,2020,0.687932061180025,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,1,0,0,0,0,-1,-1,0
"35.8",2020046,27,2,8,21,4,1,0,13111,11215,"DCE",0,2020,0.687932061180025,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
"33.8",2020046,27,3,8,21,145,0,0,43525,23444,"DCE",0,2020,0.687932061180025,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0
"30.8",2020046,27,4,8,21,15,1,0,13251,53313,"DCE",0,2020,0.687932061180025,1,1,1,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,1,1,0,0,0
"32.8",2020046,27,5,8,21,175,0,0,42153,53151,"DCE",0,2020,0.687932061180025,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
"31.8",2020046,27,6,8,21,83,0,0,44234,33441,"DCE",0,2020,0.687932061180025,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,1,0,-1,-1,-1,0,0
"34.8",2020046,27,7,8,21,118,1,0,21522,25324,"DCE",0,2020,0.687932061180025,0,0,0,0,1,1,1,1,0,0,-1,-1,0,0,0,0,0,1,1,0,0
"64.2",2020007,1,1,8,26,195,0,1,12211,21112,"DCE",0,2020,0.865815075082483,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
"68.2",2020007,1,2,8,26,142,0,1,25533,44231,"DCE",0,2020,0.865815075082483,0,1,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0
"70.2",2020007,1,3,8,26,164,0,1,34513,22343,"DCE",0,2020,0.865815075082483,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0
"65.2",2020007,1,4,8,26,9,1,1,41153,44521,"DCE",0,2020,0.865815075082483,0,0,0,0,1,1,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0
"67.2",2020007,1,5,8,26,191,0,1,12221,11112,"DCE",0,2020,0.865815075082483,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0
"69.2",2020007,1,6,8,26,163,1,1,53455,15555,"DCE",0,2020,0.865815075082483,-1,-1,-1,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"66.2",2020007,1,7,8,26,23,0,1,55234,54455,"DCE",0,2020,0.865815075082483,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,1,0,0,0,1,0
"274.3",2021016,22,1,8,26,191,1,0,11112,12221,"DCE",0,2020,0.865815075082483,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0
"277.3",2021016,22,2,8,26,23,0,0,54455,55234,"DCE",0,2020,0.865815075082483,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,0
"280.3",2021016,22,3,8,26,164,0,0,22343,34513,"DCE",0,2020,0.865815075082483,0,1,0,0,0,1,1,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0
"275.3",2021016,22,4,8,26,9,1,0,44521,41153,"DCE",0,2020,0.865815075082483,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0
"276.3",2021016,22,5,8,26,142,1,0,44231,25533,"DCE",0,2020,0.865815075082483,0,-1,-1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"278.3",2021016,22,6,8,26,195,1,0,21112,12211,"DCE",0,2020,0.865815075082483,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
"279.3",2021016,22,7,8,26,163,0,0,15555,53455,"DCE",0,2020,0.865815075082483,1,1,1,1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
"40.5",2020081,1,1,8,27,196,0,1,22122,11221,"DCE",0,2020,0.863954295788032,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
"38.5",2020081,1,2,8,27,18,0,1,21542,14533,"DCE",0,2020,0.863954295788032,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
"39.5",2020081,1,3,8,27,75,0,1,52255,53431,"DCE",0,2020,0.863954295788032,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,0
"37.5",2020081,1,4,8,27,127,1,1,32322,14224,"DCE",0,2020,0.863954295788032,-1,-1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,1,1,0,1
"36.5",2020081,1,5,8,27,76,0,1,45244,51522,"DCE",0,2020,0.863954295788032,0,0,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,0,-1,-1,0,0
"42.5",2020081,1,6,8,27,42,1,1,14314,23134,"DCE",0,2020,0.863954295788032,1,0,0,0,0,0,-1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0
"41.5",2020081,1,7,8,27,180,1,1,45432,44145,"DCE",0,2020,0.863954295788032,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,1,1,1,0
"345.5",2020255,27,1,9,3,194,0,1,22211,12112,"DCE",0,2020,0.616946395561154,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
"346.5",2020255,27,2,9,3,31,0,1,32154,51311,"DCE",0,2020,0.616946395561154,0,0,1,1,-1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
"344.5",2020255,27,3,9,3,150,0,1,54225,45115,"DCE",0,2020,0.616946395561154,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0
"349.5",2020255,27,4,9,3,70,1,1,43342,34355,"DCE",0,2020,0.616946395561154,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"347.5",2020255,27,5,9,3,115,1,1,13442,22453,"DCE",0,2020,0.616946395561154,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"350.5",2020255,27,6,9,3,80,0,1,24424,14333,"DCE",0,2020,0.616946395561154,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0
"348.5",2020255,27,7,9,3,136,1,1,22422,41552,"DCE",0,2020,0.616946395561154,0,1,1,0,-1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"379.4",2020053,29,1,9,4,28,1,1,25113,23443,"DCE",0,2020,0.616946395561154,0,0,0,0,0,0,-1,-1,1,1,1,0,1,1,1,0,0,0,0,0,0
"385.4",2020053,29,2,9,4,97,1,1,32413,45552,"DCE",0,2020,0.616946395561154,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,0,0
"381.4",2020053,29,3,9,4,3,0,1,21455,44115,"DCE",0,2020,0.616946395561154,0,1,1,0,1,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0
"383.4",2020053,29,4,9,4,134,0,1,51544,25332,"DCE",0,2020,0.616946395561154,0,-1,-1,-1,1,1,1,1,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0
"382.4",2020053,29,5,9,4,156,1,1,24142,41114,"DCE",0,2020,0.616946395561154,0,1,1,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,0
"380.4",2020053,29,6,9,4,67,1,1,45431,31451,"DCE",0,2020,0.616946395561154,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0
"384.4",2020053,29,7,9,4,193,0,1,22112,11212,"DCE",0,2020,0.616946395561154,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"153.5",2020125,29,1,9,4,156,1,0,41114,24142,"DCE",0,2020,0.863954295788032,0,-1,-1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,-1,-1,0,0
"148.5",2020125,29,2,9,4,134,1,0,25332,51544,"DCE",0,2020,0.863954295788032,0,1,1,1,-1,-1,-1,-1,0,0,1,1,0,0,1,0,0,1,1,0,0
"149.5",2020125,29,3,9,4,28,0,0,23443,25113,"DCE",0,2020,0.863954295788032,0,0,0,0,0,0,1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0
"152.5",2020125,29,4,9,4,193,1,0,11212,22112,"DCE",0,2020,0.863954295788032,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"150.5",2020125,29,5,9,4,97,0,0,45552,32413,"DCE",0,2020,0.863954295788032,0,0,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,1,0,0,0
"151.5",2020125,29,6,9,4,67,0,0,31451,45431,"DCE",0,2020,0.863954295788032,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"154.5",2020125,29,7,9,4,3,1,0,44115,21455,"DCE",0,2020,0.863954295788032,0,-1,-1,0,-1,-1,-1,0,1,1,1,0,1,1,1,1,0,0,0,0,0
"24.3",2020233,26,1,9,5,152,0,0,52155,45231,"DCE",0,2020,0.616946395561154,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0
"25.3",2020233,26,2,9,5,81,1,0,35521,43355,"DCE",0,2020,0.616946395561154,0,0,1,0,0,0,-1,-1,0,0,-1,-1,0,1,1,1,1,1,1,1,0
"27.3",2020233,26,3,9,5,7,1,0,12145,15344,"DCE",0,2020,0.616946395561154,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0
"22.3",2020233,26,4,9,5,189,1,0,11211,22111,"DCE",0,2020,0.616946395561154,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"28.3",2020233,26,5,9,5,88,1,0,44323,21525,"DCE",0,2020,0.616946395561154,0,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"26.3",2020233,26,6,9,5,24,1,0,33424,41542,"DCE",0,2020,0.616946395561154,0,0,1,0,-1,-1,0,0,0,0,0,1,0,1,1,0,0,-1,-1,0,0
"23.3",2020233,26,7,9,5,166,1,0,33443,54133,"DCE",0,2020,0.616946395561154,0,0,1,1,0,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0
"2.4",2020033,1,1,9,5,81,1,1,43355,35521,"DCE",0,2020,0.863954295788032,0,0,-1,0,0,0,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0
"6.4",2020033,1,2,9,5,88,0,1,21525,44323,"DCE",0,2020,0.863954295788032,0,1,1,0,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0
"7.4",2020033,1,3,9,5,166,1,1,54133,33443,"DCE",0,2020,0.863954295788032,0,0,-1,-1,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"3.4",2020033,1,4,9,5,152,1,1,45231,52155,"DCE",0,2020,0.863954295788032,0,0,0,1,0,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,0
"4.4",2020033,1,5,9,5,7,1,1,15344,12145,"DCE",0,2020,0.863954295788032,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0
"5.4",2020033,1,6,9,5,189,1,1,22111,11211,"DCE",0,2020,0.863954295788032,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1.4",2020033,1,7,9,5,24,0,1,41542,33424,"DCE",0,2020,0.863954295788032,0,0,-1,0,1,1,0,0,0,0,0,-1,0,-1,-1,0,0,1,1,0,0
"24.4",2020252,21,1,9,5,152,0,0,52155,45231,"DCE",0,2020,0.663474809091599,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0
"23.4",2020252,21,2,9,5,166,0,0,33443,54133,"DCE",0,2020,0.663474809091599,0,0,1,1,0,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0
"22.4",2020252,21,3,9,5,189,1,0,11211,22111,"DCE",0,2020,0.663474809091599,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"26.4",2020252,21,4,9,5,24,1,0,33424,41542,"DCE",0,2020,0.663474809091599,0,0,1,0,-1,-1,0,0,0,0,0,1,0,1,1,0,0,-1,-1,0,0
"28.4",2020252,21,5,9,5,88,1,0,44323,21525,"DCE",0,2020,0.663474809091599,0,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"25.4",2020252,21,6,9,5,81,1,0,35521,43355,"DCE",0,2020,0.663474809091599,0,0,1,0,0,0,-1,-1,0,0,-1,-1,0,1,1,1,1,1,1,1,0
"27.4",2020252,21,7,9,5,7,0,0,12145,15344,"DCE",0,2020,0.663474809091599,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0
"185.1",2020011,27,1,9,8,154,0,0,51552,35513,"DCE",0,2020,0.778146554926541,0,0,-1,-1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0
"183.1",2020011,27,2,9,8,110,0,0,25145,52244,"DCE",0,2020,0.778146554926541,0,1,1,1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0
"186.1",2020011,27,3,9,8,187,1,0,21111,12121,"DCE",0,2020,0.778146554926541,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"188.1",2020011,27,4,9,8,59,0,0,25235,13413,"DCE",0,2020,0.778146554926541,-1,0,0,0,0,0,-1,-1,0,1,1,0,-1,-1,0,0,0,0,-1,-1,0
"184.1",2020011,27,5,9,8,58,1,0,51114,41253,"DCE",0,2020,0.778146554926541,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,-1,0,0
"189.1",2020011,27,6,9,8,117,0,0,45533,14444,"DCE",0,2020,0.778146554926541,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0
"187.1",2020011,27,7,9,8,37,1,0,14552,55325,"DCE",0,2020,0.778146554926541,1,1,1,1,0,0,0,1,0,0,-1,-1,0,-1,-1,-1,0,1,1,1,0
"185.2",2020251,21,1,9,8,154,0,0,51552,35513,"DCE",0,2020,0.863954295788032,0,0,-1,-1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0
"189.2",2020251,21,2,9,8,117,1,0,45533,14444,"DCE",0,2020,0.863954295788032,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0
"188.2",2020251,21,3,9,8,59,0,0,25235,13413,"DCE",0,2020,0.863954295788032,-1,0,0,0,0,0,-1,-1,0,1,1,0,-1,-1,0,0,0,0,-1,-1,0
"186.2",2020251,21,4,9,8,187,0,0,21111,12121,"DCE",0,2020,0.863954295788032,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"184.2",2020251,21,5,9,8,58,1,0,51114,41253,"DCE",0,2020,0.863954295788032,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,-1,0,0
"183.2",2020251,21,6,9,8,110,0,0,25145,52244,"DCE",0,2020,0.863954295788032,0,1,1,1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0
"187.2",2020251,21,7,9,8,37,1,0,14552,55325,"DCE",0,2020,0.863954295788032,1,1,1,1,0,0,0,1,0,0,-1,-1,0,-1,-1,-1,0,1,1,1,0
"12.4",2020074,27,1,9,9,137,0,0,23552,32244,"DCE",0,2020,0.596294349490263,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,1,1,0,0
"13.4",2020074,27,2,9,9,133,1,0,51424,35525,"DCE",0,2020,0.596294349490263,0,0,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"9.4",2020074,27,3,9,9,176,0,0,13222,31131,"DCE",0,2020,0.596294349490263,1,1,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0
"8.4",2020074,27,4,9,9,43,1,0,25312,41532,"DCE",0,2020,0.596294349490263,0,1,1,0,-1,-1,-1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0
"14.4",2020074,27,5,9,9,48,0,0,41315,15121,"DCE",0,2020,0.596294349490263,-1,-1,-1,0,1,1,1,1,-1,-1,0,0,1,0,0,0,-1,-1,-1,-1,0
"10.4",2020074,27,6,9,9,85,1,0,44351,24415,"DCE",0,2020,0.596294349490263,0,-1,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,1,1,1,0
"11.4",2020074,27,7,9,9,90,0,0,24145,32253,"DCE",0,2020,0.596294349490263,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0
"265.4",2020065,23,1,9,10,51,1,0,21423,13114,"DCE",0,2020,0.77647418973087,-1,0,0,0,1,1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0
"263.4",2020065,23,2,9,10,46,1,0,35321,53215,"DCE",0,2020,0.77647418973087,0,0,1,1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,1,1,1,1,0
"260.4",2020065,23,3,9,10,52,0,0,51331,22421,"DCE",0,2020,0.77647418973087,0,-1,-1,-1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
"261.4",2020065,23,4,9,10,182,1,0,51131,35353,"DCE",0,2020,0.77647418973087,0,0,-1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
"264.4",2020065,23,5,9,10,47,1,0,24453,41331,"DCE",0,2020,0.77647418973087,0,1,1,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0
"262.4",2020065,23,6,9,10,171,1,0,22544,35452,"DCE",0,2020,0.77647418973087,0,1,0,0,0,1,1,1,0,0,0,-1,0,0,0,1,0,-1,-1,0,0
"266.4",2020065,23,7,9,10,103,0,0,35235,42325,"DCE",0,2020,0.77647418973087,0,0,1,0,0,-1,-1,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0
